run,run_number,session,condition,wording,item_order,instance,between,change_item,answering_as,task,provider,model,temperature,max_tokens,turns,opening_answer_words,change_answer_words,turns_cut_off,collected_at,source,run_note
gemini-03,7,A4.3,A,4,mirror-first,3,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,75,271,before or with,,session file,The same schedule on a second model family.
gemini-03,7,A4.4,A,4,mirror-first,4,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,233,"mirrored follow-up, first part;mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,A4.5,A,4,mirror-first,5,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,222,"mirrored follow-up, first part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,A4.6,A,4,mirror-first,6,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,267,"mirrored follow-up, first part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,A4.7,A,4,mirror-first,7,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,75,243,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,A4.8,A,4,mirror-first,8,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,257,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,A4.9,A,4,mirror-first,9,,,itself,no task,google,gemini-3.8-flash,1.0,1000,10,76,279,"mirrored follow-up, first part;mirrored follow-up, second part;before or with",,session file,The same schedule on a second model family.
gemini-03,7,B1.1,B,1,mirror-first,1,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,99,192,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.10,B,1,mirror-first,10,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,74,230,,,session file,The same schedule on a second model family.
gemini-03,7,B1.11,B,1,mirror-first,11,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,107,223,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.12,B,1,before-first,12,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,74,181,,,session file,The same schedule on a second model family.
gemini-03,7,B1.13,B,1,before-first,13,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,107,178,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.14,B,1,before-first,14,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,131,201,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.15,B,1,before-first,15,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,100,205,,,session file,The same schedule on a second model family.
gemini-03,7,B1.16,B,1,before-first,16,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,100,237,,,session file,The same schedule on a second model family.
gemini-03,7,B1.17,B,1,before-first,17,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,121,200,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.18,B,1,before-first,18,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,74,233,,,session file,The same schedule on a second model family.
gemini-03,7,B1.19,B,1,before-first,19,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,107,180,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.2,B,1,mirror-first,2,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,114,205,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.20,B,1,before-first,20,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,100,190,,,session file,The same schedule on a second model family.
gemini-03,7,B1.21,B,1,before-first,21,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,76,169,,,session file,The same schedule on a second model family.
gemini-03,7,B1.22,B,1,before-first,22,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,121,183,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.3,B,1,mirror-first,3,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,76,151,,,session file,The same schedule on a second model family.
gemini-03,7,B1.4,B,1,mirror-first,4,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,82,233,,,session file,The same schedule on a second model family.
gemini-03,7,B1.5,B,1,mirror-first,5,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,99,194,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.6,B,1,mirror-first,6,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,83,220,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.7,B,1,mirror-first,7,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,82,207,,,session file,The same schedule on a second model family.
gemini-03,7,B1.8,B,1,mirror-first,8,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,107,186,task,,session file,The same schedule on a second model family.
gemini-03,7,B1.9,B,1,mirror-first,9,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,82,198,,,session file,The same schedule on a second model family.
gemini-03,7,B2.1,B,2,mirror-first,1,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,49,219,"mirrored follow-up, first part;mirrored follow-up, second part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,B2.10,B,2,mirror-first,10,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,87,215,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.11,B,2,mirror-first,11,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,74,274,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.12,B,2,before-first,12,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,78,203,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.13,B,2,before-first,13,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,55,182,,,session file,The same schedule on a second model family.
gemini-03,7,B2.14,B,2,before-first,14,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,44,192,,,session file,The same schedule on a second model family.
gemini-03,7,B2.15,B,2,before-first,15,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,180,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.16,B,2,before-first,16,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,38,134,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.17,B,2,before-first,17,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,44,204,,,session file,The same schedule on a second model family.
gemini-03,7,B2.18,B,2,before-first,18,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,87,276,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.19,B,2,before-first,19,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,147,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.2,B,2,mirror-first,2,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,55,204,,,session file,The same schedule on a second model family.
gemini-03,7,B2.20,B,2,before-first,20,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,44,242,,,session file,The same schedule on a second model family.
gemini-03,7,B2.21,B,2,before-first,21,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,87,183,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.22,B,2,before-first,22,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,58,214,,,session file,The same schedule on a second model family.
gemini-03,7,B2.3,B,2,mirror-first,3,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,71,267,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.4,B,2,mirror-first,4,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,78,165,task,,session file,The same schedule on a second model family.
gemini-03,7,B2.5,B,2,mirror-first,5,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,49,112,"mirrored follow-up, first part;mirrored follow-up, second part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,B2.6,B,2,mirror-first,6,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,61,245,,,session file,The same schedule on a second model family.
gemini-03,7,B2.7,B,2,mirror-first,7,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,58,200,,,session file,The same schedule on a second model family.
gemini-03,7,B2.8,B,2,mirror-first,8,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,55,236,,,session file,The same schedule on a second model family.
gemini-03,7,B2.9,B,2,mirror-first,9,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,71,194,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.1,B,3,mirror-first,1,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,26,199,"mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,B3.10,B,3,mirror-first,10,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,53,149,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.11,B,3,mirror-first,11,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,27,210,change,,session file,The same schedule on a second model family.
gemini-03,7,B3.12,B,3,before-first,12,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,35,117,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.13,B,3,before-first,13,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,53,104,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.14,B,3,before-first,14,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,73,,,session file,The same schedule on a second model family.
gemini-03,7,B3.15,B,3,before-first,15,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,26,168,,,session file,The same schedule on a second model family.
gemini-03,7,B3.16,B,3,before-first,16,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,26,186,,,session file,The same schedule on a second model family.
gemini-03,7,B3.17,B,3,before-first,17,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,86,,,session file,The same schedule on a second model family.
gemini-03,7,B3.18,B,3,before-first,18,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,86,,,session file,The same schedule on a second model family.
gemini-03,7,B3.19,B,3,before-first,19,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,35,129,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.2,B,3,mirror-first,2,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,91,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.20,B,3,before-first,20,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,66,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.21,B,3,before-first,21,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,91,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.22,B,3,before-first,22,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,62,,,session file,The same schedule on a second model family.
gemini-03,7,B3.3,B,3,mirror-first,3,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,45,,,session file,The same schedule on a second model family.
gemini-03,7,B3.4,B,3,mirror-first,4,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,26,130,,,session file,The same schedule on a second model family.
gemini-03,7,B3.5,B,3,mirror-first,5,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,52,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.6,B,3,mirror-first,6,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,19,167,task,,session file,The same schedule on a second model family.
gemini-03,7,B3.7,B,3,mirror-first,7,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,27,266,,,session file,The same schedule on a second model family.
gemini-03,7,B3.8,B,3,mirror-first,8,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,66,,,session file,The same schedule on a second model family.
gemini-03,7,B3.9,B,3,mirror-first,9,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,9,5,42,,,session file,The same schedule on a second model family.
gemini-03,7,B4.1,B,4,mirror-first,1,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,199,255,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,B4.10,B,4,mirror-first,10,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,211,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.11,B,4,mirror-first,11,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,162,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.12,B,4,before-first,12,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,213,228,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,B4.13,B,4,before-first,13,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,53,172,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.14,B,4,before-first,14,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,248,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.15,B,4,before-first,15,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,50,133,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.16,B,4,before-first,16,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,109,259,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.17,B,4,before-first,17,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,188,201,,,session file,The same schedule on a second model family.
gemini-03,7,B4.18,B,4,before-first,18,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,132,164,"mirrored follow-up, first part;mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,B4.19,B,4,before-first,19,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,25,117,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.2,B,4,mirror-first,2,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,25,179,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.20,B,4,before-first,20,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,228,226,"mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,B4.21,B,4,before-first,21,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,50,213,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.22,B,4,before-first,22,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,188,216,,,session file,The same schedule on a second model family.
gemini-03,7,B4.3,B,4,mirror-first,3,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,50,231,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.4,B,4,mirror-first,4,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,207,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.5,B,4,mirror-first,5,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,50,206,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.6,B,4,mirror-first,6,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,51,213,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.7,B,4,mirror-first,7,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,52,245,task,,session file,The same schedule on a second model family.
gemini-03,7,B4.8,B,4,mirror-first,8,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,188,270,change,,session file,The same schedule on a second model family.
gemini-03,7,B4.9,B,4,mirror-first,9,,,itself,summarise,google,gemini-3.8-flash,1.0,1000,11,25,224,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.1,C,1,mirror-first,1,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,219,236,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.10,C,1,mirror-first,10,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,154,213,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.11,C,1,mirror-first,11,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,131,293,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.12,C,1,before-first,12,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,188,248,"task;mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,C1.13,C,1,before-first,13,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,166,196,"task;opening;mirrored follow-up, first part;mirrored follow-up, second part;catch, attribution, premise true",,session file,The same schedule on a second model family.
gemini-03,7,C1.14,C,1,before-first,14,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,174,204,"task;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,C1.15,C,1,before-first,15,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,175,187,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.16,C,1,before-first,16,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,188,202,task;before or with,,session file,The same schedule on a second model family.
gemini-03,7,C1.17,C,1,before-first,17,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,134,172,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.18,C,1,before-first,18,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,112,161,"task;opening;mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,C1.19,C,1,before-first,19,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,137,186,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.2,C,1,mirror-first,2,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,166,283,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.20,C,1,before-first,20,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,172,188,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.21,C,1,before-first,21,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,154,208,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.22,C,1,before-first,22,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,219,169,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.3,C,1,mirror-first,3,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,175,244,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.4,C,1,mirror-first,4,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,166,212,"task;opening;mirrored follow-up, first part;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,C1.5,C,1,mirror-first,5,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,168,296,"task;catch, attribution, premise true",,session file,The same schedule on a second model family.
gemini-03,7,C1.6,C,1,mirror-first,6,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,206,177,task;opening;change,,session file,The same schedule on a second model family.
gemini-03,7,C1.7,C,1,mirror-first,7,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,137,231,task,,session file,The same schedule on a second model family.
gemini-03,7,C1.8,C,1,mirror-first,8,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,174,182,"task;mirrored follow-up, first part;change",,session file,The same schedule on a second model family.
gemini-03,7,C1.9,C,1,mirror-first,9,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,174,177,task;change,,session file,The same schedule on a second model family.
gemini-03,7,C2.1,C,2,mirror-first,1,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,179,218,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.10,C,2,mirror-first,10,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,235,244,"task;mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,C2.11,C,2,mirror-first,11,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,207,205,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.12,C,2,before-first,12,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,173,254,task;before or with,,session file,The same schedule on a second model family.
gemini-03,7,C2.13,C,2,before-first,13,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,201,197,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.14,C,2,before-first,14,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,235,185,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.15,C,2,before-first,15,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,128,217,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.16,C,2,before-first,16,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,143,314,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.17,C,2,before-first,17,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,218,38,task;change,,session file,The same schedule on a second model family.
gemini-03,7,C2.18,C,2,before-first,18,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,179,254,task;change,,session file,The same schedule on a second model family.
gemini-03,7,C2.19,C,2,before-first,19,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,170,258,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.2,C,2,mirror-first,2,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,235,243,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.20,C,2,before-first,20,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,207,205,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.21,C,2,before-first,21,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,155,209,"task;before or with;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,C2.22,C,2,before-first,22,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,170,249,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.3,C,2,mirror-first,3,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,143,220,"task;catch, attribution, premise true",,session file,The same schedule on a second model family.
gemini-03,7,C2.4,C,2,mirror-first,4,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,143,149,"task;mirrored follow-up, second part;change",,session file,The same schedule on a second model family.
gemini-03,7,C2.5,C,2,mirror-first,5,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,173,224,"task;mirrored follow-up, first part",,session file,The same schedule on a second model family.
gemini-03,7,C2.6,C,2,mirror-first,6,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,155,159,"task;mirrored follow-up, first part;before or with;change",,session file,The same schedule on a second model family.
gemini-03,7,C2.7,C,2,mirror-first,7,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,143,225,"task;catch, attribution, premise true",,session file,The same schedule on a second model family.
gemini-03,7,C2.8,C,2,mirror-first,8,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,126,172,task,,session file,The same schedule on a second model family.
gemini-03,7,C2.9,C,2,mirror-first,9,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,128,277,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.1,C,3,mirror-first,1,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,25,161,"task;mirrored follow-up, first part;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,C3.10,C,3,mirror-first,10,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,51,213,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.11,C,3,mirror-first,11,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,57,223,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.12,C,3,before-first,12,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,71,134,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.13,C,3,before-first,13,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,57,233,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.14,C,3,before-first,14,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,71,211,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.15,C,3,before-first,15,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,69,186,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.16,C,3,before-first,16,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,51,164,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.17,C,3,before-first,17,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,46,163,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.18,C,3,before-first,18,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,25,110,"task;mirrored follow-up, second part",,session file,The same schedule on a second model family.
gemini-03,7,C3.19,C,3,before-first,19,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,57,233,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.2,C,3,mirror-first,2,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,27,145,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.20,C,3,before-first,20,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,51,196,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.21,C,3,before-first,21,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,48,210,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.22,C,3,before-first,22,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,71,162,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.3,C,3,mirror-first,3,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,35,200,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.4,C,3,mirror-first,4,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,54,253,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.5,C,3,mirror-first,5,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,52,194,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.6,C,3,mirror-first,6,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,51,139,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.7,C,3,mirror-first,7,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,27,206,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.8,C,3,mirror-first,8,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,48,147,task,,session file,The same schedule on a second model family.
gemini-03,7,C3.9,C,3,mirror-first,9,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,96,220,task,,session file,The same schedule on a second model family.
gemini-03,7,C4.1,C,4,mirror-first,1,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,69,169,task,,session file,The same schedule on a second model family.
gemini-03,7,C4.10,C,4,mirror-first,10,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,116,263,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.11,C,4,mirror-first,11,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,286,307,task;change,,session file,The same schedule on a second model family.
gemini-03,7,C4.12,C,4,before-first,12,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,146,180,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.13,C,4,before-first,13,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,121,183,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.14,C,4,before-first,14,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,114,206,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.15,C,4,before-first,15,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,77,238,task,,session file,The same schedule on a second model family.
gemini-03,7,C4.16,C,4,before-first,16,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,36,251,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.17,C,4,before-first,17,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,36,217,task;opening,,session file,The same schedule on a second model family.
gemini-03,7,C4.18,C,4,before-first,18,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,69,159,task,,session file,The same schedule on a second model family.
gemini-03,7,C4.19,C,4,before-first,19,,,itself,rewrite,google,gemini-3.8-flash,1.0,1000,11,77,209,task,,session file,The same schedule on a second model family.
